run_name,degree,metric,count,mean,std,p0,p1,p2,p5,p10,p25,p50,p75,p95,p99,p99_9,p99_99,p100
temp,3,per_episode_mean_mae_65d,10,0.00033241235706099647,6.632471586511988e-05,0.00020030763477433256,0.00020712041675730492,0.00021393319874027725,0.0002343715446891943,0.00026843545460405603,0.00028861259588259386,0.0003238342749563018,0.0003929354811881375,0.00041429251721144595,0.0004159612694916159,0.00041633673875465414,0.00041637428568095796,0.0004163784575616584
