run_name,degree,metric,count,mean,std,p0,p1,p2,p5,p10,p25,p50,p75,p95,p99,p99_9,p99_99,p100
temp,3,max_abs_dimension_error_across_all_dataset_frames,46928,0.0013386744724737149,0.0009399701921848362,0.0,4.440892098500626e-16,9.806377931909082e-13,6.220270088216903e-07,5.6403931052390054e-05,0.0007254128872500737,0.0012603354070336859,0.0018505801453335725,0.0029068325949186988,0.0043860795076535964,0.006549083392463256,0.008142031303763966,0.008416960004906104
