run_name,degree,signal_type,dimension,count,mean,std,p0,p1,p2,p5,p10,p25,p50,p75,p95,p99,p99_9,p99_99,p100
temp,3,action_acceleration,5,46928,0.8737567979773916,4.069265037840737,1.370508492938666e-07,0.00015076437149444437,0.0004828453511752778,0.004467956574685752,0.0137860894968472,0.046062553429936384,0.14493276198051175,0.47074387602621903,3.410974081511067,13.35415903783851,46.77318807499963,157.98289997083262,204.16875328032492
temp,3,action_acceleration,6,46928,0.7837162188034227,3.2044871684473653,1.2348017460679769e-08,1.8344367268851506e-05,9.98191051928475e-05,0.002675742133840304,0.008013776921009694,0.027723936979000732,0.09629964354799651,0.3586698951041718,3.3734257078108074,12.77578046677022,40.9738550807019,97.7251507920921,117.0127228623602
temp,3,action_acceleration,7,46928,3.034653453733048,32.5407698438667,4.450087938062422e-19,1.3717176429371978e-14,3.753415703318607e-13,0.0010648352465572795,0.006113790418196773,0.040175463296870564,0.1915099057070258,0.7574569392500857,9.057706522570705,34.58276655200865,535.4756155277461,1238.3987664096537,1254.6082457021034
temp,3,action_acceleration,8,46928,1.3885152564606313,4.982269704408352,8.559859264384956e-26,1.1325959231016338e-20,1.3123633391559499e-19,0.0006794773055775362,0.004502467927265519,0.03238431904774699,0.15928154112176263,0.6004159745554603,6.748116220315077,22.974523218844308,59.746106047350615,119.70694641619802,178.8368498215003
temp,3,action_acceleration,9,46928,2.23818526828836,10.186820593067036,1.6773553970314392e-24,2.364952477059144e-20,5.299064591593814e-19,0.0009998205481803002,0.006572846272374837,0.04334234693912083,0.20912041169804488,0.8192870804422365,9.61923277000902,39.22858469814434,144.71398564843594,289.0429935782616,422.3923343161179
temp,3,action_acceleration,10,46928,1.3284496269220332,6.553824378569947,1.5116803451891774e-24,6.020233158479393e-20,6.239708012885438e-19,0.0006408606395513651,0.004096016222641803,0.029459705586725185,0.15017230223260702,0.5562346229832669,5.752693610903177,20.120825127067718,86.80313706761316,236.99557516829984,279.5439987167703
temp,3,action_acceleration,11,46928,0.6521587270839643,3.1762179839936113,7.660162447936936e-25,2.2937211569555652e-20,2.180249777541149e-19,3.8093111912693674e-05,0.00026623707794566853,0.002378076793115933,0.016039281061190017,0.12233003337703799,3.0844376910696987,12.809066975561706,38.132084985915974,83.36393184940023,88.06579826731243
temp,3,action_acceleration,12,46928,2.9979481229388965,35.40167339428548,1.3058129545048862e-23,4.061832819402195e-19,4.247811008822851e-18,0.0007313602630316256,0.004506647730235919,0.032431837797932,0.174937718483391,0.7430428456169806,10.145293626107268,36.58187860875255,190.08121401364647,1575.6855454268593,1736.096968799544
temp,3,action_acceleration,13,46928,0.930990500215308,5.268377961633119,1.3096470001246566e-24,5.705881185692649e-20,5.566253082070431e-19,0.0003231567078313567,0.002012437567643946,0.015750430579080932,0.08249732743186483,0.3469522044130411,4.315790608693997,13.94507561976022,55.071002071750414,215.3766762928821,228.9835321648778
temp,3,action_acceleration,14,46928,2.2542894750344424,10.687958853263481,8.751147678202026e-25,2.6343471152859042e-20,2.657056512135795e-19,0.0005443138729968102,0.0035929846834869736,0.026298434590914438,0.14726679580724117,0.6745914563984869,9.810887735283993,41.96423287239744,144.6977340654898,299.7918503149265,409.3933807182475
temp,3,action_acceleration,15,46928,0.9451141158144223,5.1247380050511016,8.859771276438806e-25,2.6626722719560208e-20,2.6898837616765523e-19,0.0001270764359994292,0.0009252104569247529,0.007560632474950835,0.04842436949904099,0.2711840630283538,3.4219629158431117,18.878306713957652,71.6385128536409,136.36815835522404,239.01902089961033
temp,3,action_acceleration,16,46928,2.9522310291246097,35.06782639444065,1.1401389231371007e-23,4.554880240821374e-19,7.619646043248721e-18,0.0007656184956987791,0.004004430774122142,0.027487737018854805,0.1427507427560043,0.6235016393428352,10.07603022132522,36.40194278852614,223.75264016436327,1675.7463008941884,1731.413548628123
temp,3,action_acceleration,17,46928,0.8710195058861745,6.689484415938255,2.1445454257005063e-24,7.830758667560374e-20,7.569657458136751e-19,0.00024055650627818382,0.0016056476880359537,0.011585797614188814,0.0644517112109109,0.2718691722916486,3.805185046107971,12.064692826746839,42.55193098403392,294.9751577781605,302.84229814485866
temp,3,action_acceleration,18,46928,2.1800355438467736,9.24969306988541,8.172523154118592e-25,2.8881685034396546e-20,2.698226326254241e-19,0.0007517951753949458,0.003938548245628709,0.0276644486662509,0.1472420910717422,0.6736495786192901,10.526771674051938,37.80461290875106,109.89286452335624,270.22252394210386,290.18336635666645
temp,3,action_acceleration,19,46928,1.3726607300110798,6.4634968406735345,7.779681301697492e-25,2.743285946273418e-20,2.611543374006741e-19,0.0004302372866953818,0.002782584330143873,0.018439779326276495,0.09994054164387646,0.45790190512602674,6.258281770403616,23.39160944363527,86.18172316384108,226.4001446817944,288.60926462748495
