run_name,degree,metric,count,mean,std,p0,p1,p2,p5,p10,p25,p50,p75,p95,p99,p99_9,p100
temp,3,control_points_per_frame,10,0.4326396558851796,0.031203661561571037,0.38731182795698926,0.3882444143019651,0.389177000646941,0.39197475968186857,0.39663769140674787,0.40055274781188405,0.43917494663094403,0.46244473492925264,0.46950092607144583,0.47164805421384054,0.47213115804587935,0.4721848362494392
temp,3,unique_knots_per_frame,10,0.4322113388464972,0.03120590027625111,0.38688172043010755,0.3878127570027152,0.38874379357532296,0.39153690329314605,0.39619208615618456,0.40010785583875286,0.43878706582422355,0.4619969361820428,0.469059920071324,0.4712009476750993,0.4716826788859487,0.4717362045760431
