run_name,degree,metric,count,mean,std,p0,p1,p2,p5,p10,p25,p50,p75,p95,p99,p99_9,p99_99,p100
temp,3,mae_65d_across_all_dataset_frames,46928,0.00016801217015884832,0.00010877609115809308,0.0,7.101534237800108e-17,1.3210385963554525e-13,7.951243285440701e-08,6.00120033108726e-06,9.892920468868592e-05,0.00016409136147509646,0.00023078000785351863,0.00035428697319449704,0.000475666255956862,0.0006605872871640603,0.0008519867650305283,0.0010245959191364541
